provincia;lugares;distancia;hotel;puntaje
Quito;Del Arbolito Park;1.1;Hotel Reina Isabel;8.9
Quito;Cafe/barPomaire;0.04;Hotel Reina Isabel;8.9
Quito;RestaurantRestaurante Comida China;0.05;Hotel Reina Isabel;8.9
Quito;RestaurantPato Horneado;0.05;Hotel Reina Isabel;8.9
Quito;Ecuador Natural Science Museum;2.1;Hotel Reina Isabel;8.9
Quito;Quito's Vivarium;2.2;Hotel Reina Isabel;8.9
Quito;Theatre Square;2.5;Hotel Reina Isabel;8.9
Quito;San Agustin Square;2.8;Hotel Reina Isabel;8.9
Quito;Colonial Art Museum;2.8;Hotel Reina Isabel;8.9
Quito;Guayasamin Museum;3.1;Hotel Reina Isabel;8.9
Quito;Casa del Alabado Museum;3.3;Hotel Reina Isabel;8.9
Quito;Templo de la Patria Museum;4.2;Hotel Reina Isabel;8.9
Quito;TrainTerminal de Ferrocarriles;4.7;Hotel Reina Isabel;8.9
Quito;TrainChimbacalle;4.7;Hotel Reina Isabel;8.9
Quito;Parterre Av. Naciones Unidas;0.35;Hotel Finlandia;8.8
Quito;Tribuna de los Shyris;0.5;Hotel Finlandia;8.8
Quito;Costa Rica;0.75;Hotel Finlandia;8.8
Quito;Parque México;0.75;Hotel Finlandia;8.8
Quito;Parque El Heraldo;0.85;Hotel Finlandia;8.8
Quito;Jardín de los Niños;0.9;Hotel Finlandia;8.8
Quito;Ecuador Natural Science Museum;0.9;Hotel Finlandia;8.8
Quito;Quito's Vivarium;0.9;Hotel Finlandia;8.8
Quito;RestaurantPassion #2;0.02;Hotel Finlandia;8.8
Quito;Cafe/barMonoBolón;0.02;Hotel Finlandia;8.8
Quito;RestaurantCinco Sentidos;0.04;Hotel Finlandia;8.8
Quito;Guayasamin Museum;1.8;Hotel Finlandia;8.8
Quito;Capilla del Hombre Museum;1.8;Hotel Finlandia;8.8
Quito;Rumipamba Archaeological Park;2.4;Hotel Finlandia;8.8
Quito;Foch Square;2.9;Hotel Finlandia;8.8
Quito;Colonial Art Museum;6.0;Hotel Finlandia;8.8
Quito;San Agustin Square;6.0;Hotel Finlandia;8.8
Quito;Half of the World;20.0;Hotel Finlandia;8.8
Quito;TrainTerminal de Ferrocarriles;8.0;Hotel Finlandia;8.8
Quito;TrainChimbacalle;8.0;Hotel Finlandia;8.8
Quito;La Tolita;0.2;Hotel Casona 1914;9.7
Quito;La Alameda Park;0.25;Hotel Casona 1914;9.7
Quito;Parque García Moreno;0.3;Hotel Casona 1914;9.7
Quito;Parque Julio Matovelle;0.55;Hotel Casona 1914;9.7
Quito;Theatre Square;0.55;Hotel Casona 1914;9.7
Quito;San Agustin Square;0.75;Hotel Casona 1914;9.7
Quito;Parque Iglesia Inmaculada;0.85;Hotel Casona 1914;9.7
Quito;Itchimbia Park;0.95;Hotel Casona 1914;9.7
Quito;Independence Square;0.95;Hotel Casona 1914;9.7
Quito;RestaurantRestaurant Gran Colombia;0.05;Hotel Casona 1914;9.7
Quito;RestaurantRestaurante Cuidad de China;0.15;Hotel Casona 1914;9.7
Quito;Colonial Art Museum;0.95;Hotel Casona 1914;9.7
Quito;Parque El Ejido;1.1;Hotel Casona 1914;9.7
Quito;Casa del Alabado Museum;1.5;Hotel Casona 1914;9.7
Quito;Templo de la Patria Museum;2.6;Hotel Casona 1914;9.7
Quito;Ecuador Natural Science Museum;4.1;Hotel Casona 1914;9.7
Quito;Capilla del Hombre Museum;4.9;Hotel Casona 1914;9.7
Quito;Guayasamin Museum;4.9;Hotel Casona 1914;9.7
Quito;TrainTerminal de Ferrocarriles;2.7;Hotel Casona 1914;9.7
Quito;TrainChimbacalle;2.7;Hotel Casona 1914;9.7
Quito;Santo Domingo Square;0.1;Hostal Juana de Arco;8.3
Quito;Independence Square;0.5;Hostal Juana de Arco;8.3
Quito;Parque Cumandá;0.5;Hostal Juana de Arco;8.3
Quito;Casa del Alabado Museum;0.5;Hostal Juana de Arco;8.3
Quito;San Agustin Square;0.55;Hostal Juana de Arco;8.3
Quito;Parque Iglesia Inmaculada;0.65;Hostal Juana de Arco;8.3
Quito;Colonial Art Museum;0.75;Hostal Juana de Arco;8.3
Quito;Parque;0.9;Hostal Juana de Arco;8.3
Quito;Cafe/barCafeteria Virgen del Cisne;0.01;Hostal Juana de Arco;8.3
Quito;RestaurantRestaurante La Unión;0.05;Hostal Juana de Arco;8.3
Quito;Cafe/barLa Beata Café Taller;0.1;Hostal Juana de Arco;8.3
Quito;Itchimbia Park;1.6;Hostal Juana de Arco;8.3
Quito;Foch Square;3.5;Hostal Juana de Arco;8.3
Quito;TrainTerminal de Ferrocarriles;1.6;Hostal Juana de Arco;8.3
Quito;TrainChimbacalle;1.6;Hostal Juana de Arco;8.3
Quito;República Dominicana;0.5;ibis Quito;8.8
Quito;Plaza Argentina;0.75;ibis Quito;8.8
Quito;Parque Gabriela Mistral;0.75;ibis Quito;8.8
Quito;Foch Square;0.95;ibis Quito;8.8
Quito;Parque EPMAPS;0.001;ibis Quito;8.8
Quito;PROINSA;1.1;ibis Quito;8.8
Quito;Jardín de los Niños;1.2;ibis Quito;8.8
Quito;Santa Fe;1.2;ibis Quito;8.8
Quito;Cafe/barMal Santig;0.04;ibis Quito;8.8
Quito;RestaurantLa Ronda;0.05;ibis Quito;8.8
Quito;RestaurantPenny Royal;0.1;ibis Quito;8.8
Quito;Guapulo Park;1.3;ibis Quito;8.8
Quito;La Carolina Park;1.5;ibis Quito;8.8
Quito;Capilla del Hombre Museum;1.9;ibis Quito;8.8
Quito;Guayasamin Museum;1.9;ibis Quito;8.8
Quito;Theatre Square;3.7;ibis Quito;8.8
Quito;Colonial Art Museum;4.0;ibis Quito;8.8
Quito;Casa del Alabado Museum;4.5;ibis Quito;8.8
Quito;Parque Julio Andrade Marín;0.2;ArtPlaza;8.8
Quito;Parque de Santa Clara de San Millán;0.45;ArtPlaza;8.8
Quito;El Ejido Park;0.55;ArtPlaza;8.8
Quito;Foch Square;0.55;ArtPlaza;8.8
Quito;Santa Fe;0.75;ArtPlaza;8.8
Quito;Parque El Ejido;0.75;ArtPlaza;8.8
Quito;Parque Gabriela Mistral;0.8;ArtPlaza;8.8
Quito;Del Arbolito Park;0.85;ArtPlaza;8.8
Quito;Polipasto;0.001;ArtPlaza;8.8
Quito;Polibosque;1.2;ArtPlaza;8.8
Quito;RestaurantMi playita;0.02;ArtPlaza;8.8
Quito;Cafe/barTerraza Andina;0.04;ArtPlaza;8.8
Quito;RestaurantRestaurante Vegetariano;0.05;ArtPlaza;8.8
Quito;La Alameda Park;1.6;ArtPlaza;8.8
Quito;Theatre Square;2.3;ArtPlaza;8.8
Quito;Ecuador Natural Science Museum;2.3;ArtPlaza;8.8
Quito;Quito's Vivarium;2.4;ArtPlaza;8.8
Quito;Colonial Art Museum;2.5;ArtPlaza;8.8
Quito;Casa del Alabado Museum;3.1;ArtPlaza;8.8
Quito;Capilla del Hombre Museum;3.3;ArtPlaza;8.8
Quito;Guayasamin Museum;3.3;ArtPlaza;8.8
Quito;Templo de la Patria Museum;4.0;ArtPlaza;8.8
Quito;TrainTerminal de Ferrocarriles;4.5;ArtPlaza;8.8
Quito;Santa Fe;0.3;ITSAHOME Apartments Torre Seis;8.7
Quito;Foch Square;0.4;ITSAHOME Apartments Torre Seis;8.7
Quito;Polipasto;0.5;ITSAHOME Apartments Torre Seis;8.7
Quito;Parque Gabriela Mistral;0.6;ITSAHOME Apartments Torre Seis;8.7
Quito;Polibosque;0.65;ITSAHOME Apartments Torre Seis;8.7
Quito;Parque Julio Andrade Marín;0.7;ITSAHOME Apartments Torre Seis;8.7
Quito;Del Arbolito Park;0.7;ITSAHOME Apartments Torre Seis;8.7
Quito;Parque Latinoamerica;0.85;ITSAHOME Apartments Torre Seis;8.7
Quito;RestaurantAzuca;0.04;ITSAHOME Apartments Torre Seis;8.7
Quito;RestaurantLos Arrieros;0.1;ITSAHOME Apartments Torre Seis;8.7
Quito;RestaurantGuang Zhou;0.1;ITSAHOME Apartments Torre Seis;8.7
Quito;Ecuador Natural Science Museum;2.4;ITSAHOME Apartments Torre Seis;8.7
Quito;Quito's Vivarium;2.5;ITSAHOME Apartments Torre Seis;8.7
Quito;San Agustin Square;2.6;ITSAHOME Apartments Torre Seis;8.7
Quito;Colonial Art Museum;2.7;ITSAHOME Apartments Torre Seis;8.7
Quito;Capilla del Hombre Museum;3.1;ITSAHOME Apartments Torre Seis;8.7
Quito;Guayasamin Museum;3.2;ITSAHOME Apartments Torre Seis;8.7
Quito;Casa del Alabado Museum;3.2;ITSAHOME Apartments Torre Seis;8.7
Quito;Rumipamba Archaeological Park;3.2;ITSAHOME Apartments Torre Seis;8.7
Quito;TrainTerminal de Ferrocarriles;4.4;ITSAHOME Apartments Torre Seis;8.7
Quito;TrainChimbacalle;4.4;ITSAHOME Apartments Torre Seis;8.7
Quito;Colonial Art Museum;0.3;Vista del Angel Hotel Boutique;9.3
Quito;Parque Julio Matovelle;0.5;Vista del Angel Hotel Boutique;9.3
Quito;Independence Square;0.55;Vista del Angel Hotel Boutique;9.3
Quito;Parque García Moreno;0.55;Vista del Angel Hotel Boutique;9.3
Quito;San Agustin Square;0.6;Vista del Angel Hotel Boutique;9.3
Quito;San Francisco Square;0.7;Vista del Angel Hotel Boutique;9.3
Quito;Cancha;0.8;Vista del Angel Hotel Boutique;9.3
Quito;RestaurantMote Colonial;0.15;Vista del Angel Hotel Boutique;9.3
Quito;RestaurantSabor y Sazón;0.2;Vista del Angel Hotel Boutique;9.3
Quito;RestaurantCafetería Cachito II;0.2;Vista del Angel Hotel Boutique;9.3
Quito;Casa del Alabado Museum;0.8;Vista del Angel Hotel Boutique;9.3
Quito;Santo Domingo Square;0.95;Vista del Angel Hotel Boutique;9.3
Quito;Foch Square;2.7;Vista del Angel Hotel Boutique;9.3
Quito;Ecuador Natural Science Museum;4.5;Vista del Angel Hotel Boutique;9.3
Quito;Quito's Vivarium;4.5;Vista del Angel Hotel Boutique;9.3
Quito;TrainTerminal de Ferrocarriles;2.6;Vista del Angel Hotel Boutique;9.3
Quito;TrainChimbacalle;2.6;Vista del Angel Hotel Boutique;9.3
Quito;San Agustin Square;0.3;Hotel Huasi Continental;8.2
Quito;Cafe/barCafe Dios No Muere;0.1;Hotel Huasi Continental;8.2
Quito;RestaurantLas Fritadas Restaurante & Café;0.1;Hotel Huasi Continental;8.2
Quito;La Alameda Park;1.4;Hotel Huasi Continental;8.2
Quito;Tribuna de los Shyris;0.2;Dann Carlton Quito;8.7
Quito;La Carolina Park;0.35;Dann Carlton Quito;8.7
Quito;Jardín de los Niños;0.5;Dann Carlton Quito;8.7
Quito;Ecuador Natural Science Museum;0.55;Dann Carlton Quito;8.7
Quito;PROINSA;0.6;Dann Carlton Quito;8.7
Quito;Quito's Vivarium;0.7;Dann Carlton Quito;8.7
Quito;Parterre Av. Naciones Unidas;0.8;Dann Carlton Quito;8.7
Quito;Plaza Argentina;0.8;Dann Carlton Quito;8.7
Quito;RestaurantRomolo E Remo;0.02;Dann Carlton Quito;8.7
Quito;RestaurantBela;0.05;Dann Carlton Quito;8.7
Quito;Cafe/barBoncaffe;0.05;Dann Carlton Quito;8.7
Quito;Guayasamin Museum;1.5;Dann Carlton Quito;8.7
Quito;Capilla del Hombre Museum;1.5;Dann Carlton Quito;8.7
Quito;Foch Square;2.5;Dann Carlton Quito;8.7
Guayaquil;Plaza Jerusalén;0.55;Hotel Air Suites;7.5
Guayaquil;Escuela de Futbol;0.8;Hotel Air Suites;7.5
Guayaquil;Pista de Bicicross;1.1;Hotel Air Suites;7.5
Guayaquil;Parque Alegria Guayaquil;1.2;Hotel Air Suites;7.5
Guayaquil;Antonio Neumane Park;1.2;Hotel Air Suites;7.5
Guayaquil;Parque de juegos;1.4;Hotel Air Suites;7.5
Guayaquil;Parque De La 1ra;1.5;Hotel Air Suites;7.5
Guayaquil;Parque Japones;1.5;Hotel Air Suites;7.5
Guayaquil;Parque de juegos Sauces 2;1.5;Hotel Air Suites;7.5
Guayaquil;Parque de la 4ta;1.7;Hotel Air Suites;7.5
Guayaquil;RestaurantCharlot;0.05;Hotel Air Suites;7.5
Guayaquil;RestaurantLa Isla Del Marisco;0.05;Hotel Air Suites;7.5
Guayaquil;RestaurantComidas Típicas Colombianas;0.1;Hotel Air Suites;7.5
Guayaquil;Santa Ana Hill Lighthouse;3.6;Hotel Air Suites;7.5
Guayaquil;Santa Ana Hill;3.8;Hotel Air Suites;7.5
Guayaquil;Seafront;4.7;Hotel Air Suites;7.5
Guayaquil;Malecon 2000;4.8;Hotel Air Suites;7.5
Guayaquil;Nahin Isaias Museum;4.9;Hotel Air Suites;7.5
Guayaquil;Municipal Museum;5.0;Hotel Air Suites;7.5
Guayaquil;Botanical Garden;8.0;Hotel Air Suites;7.5
Guayaquil;TrainDurán;4.9;Hotel Air Suites;7.5
Guayaquil;TrainEstación de Ferrocarriles Durán;4.9;Hotel Air Suites;7.5
Guayaquil;José Joaquín de Olmedo International Airport;0.7;Hotel Air Suites;7.5
Guayaquil;Jardines del Malecon;0.15;Hotel Perla Central;7.9
Guayaquil;Plaza de la Concepcion;0.35;Hotel Perla Central;7.9
Guayaquil;Plaza Colón;0.35;Hotel Perla Central;7.9
Guayaquil;Santo Domingo;0.4;Hotel Perla Central;7.9
Guayaquil;Cornelio Vernaza;0.45;Hotel Perla Central;7.9
Guayaquil;Santa Ana Hill;0.45;Hotel Perla Central;7.9
Guayaquil;Areas verdes Malecon Simon Bolivar;0.6;Hotel Perla Central;7.9
Guayaquil;Santa Ana Hill Lighthouse;0.6;Hotel Perla Central;7.9
Guayaquil;Plaza Pedro Carbo Noboa;0.65;Hotel Perla Central;7.9
Guayaquil;Jacinto Moran de Buitron;0.65;Hotel Perla Central;7.9
Guayaquil;RestaurantEl Poly;0.04;Hotel Perla Central;7.9
Guayaquil;RestaurantKFC;0.05;Hotel Perla Central;7.9
Guayaquil;Cafe/barAzúcar de Cuba;0.05;Hotel Perla Central;7.9
Guayaquil;Seafront;0.7;Hotel Perla Central;7.9
Guayaquil;Santa Ana Park;0.7;Hotel Perla Central;7.9
Guayaquil;Malecon 2000;0.75;Hotel Perla Central;7.9
Guayaquil;Nahin Isaias Museum;1.1;Hotel Perla Central;7.9
Guayaquil;Municipal Museum;1.3;Hotel Perla Central;7.9
Guayaquil;Botanical Garden;12.0;Hotel Perla Central;7.9
Guayaquil;TrainDurán;4.1;Hotel Perla Central;7.9
Guayaquil;TrainEstación de Ferrocarriles Durán;4.1;Hotel Perla Central;7.9
Guayaquil;José Joaquín de Olmedo International Airport;3.4;Hotel Perla Central;7.9
Guayaquil;Parque Jerusalén;0.3;Luxva Hotel Boutique;8.8
Guayaquil;Parque Uruguay;0.4;Luxva Hotel Boutique;8.8
Guayaquil;cancha;0.85;Luxva Hotel Boutique;8.8
Guayaquil;Parque Mirtos;0.9;Luxva Hotel Boutique;8.8
Guayaquil;Parque Lineal Del Salado;0.95;Luxva Hotel Boutique;8.8
Guayaquil;Parque Keneddy;0.001;Luxva Hotel Boutique;8.8
Guayaquil;Recorrido del Periodista;1.1;Luxva Hotel Boutique;8.8
Guayaquil;Las Lomas;1.3;Luxva Hotel Boutique;8.8
Guayaquil;Parque Deportivo Ferroviaria;1.3;Luxva Hotel Boutique;8.8
Guayaquil;Parque Infantil Ferroviaria;1.5;Luxva Hotel Boutique;8.8
Guayaquil;RestaurantSyouki Sushi;0.15;Luxva Hotel Boutique;8.8
Guayaquil;RestaurantRoling's Sport-Rock & Beer;0.25;Luxva Hotel Boutique;8.8
Guayaquil;RestaurantLa Proli de ...;0.25;Luxva Hotel Boutique;8.8
Guayaquil;Municipal Museum;3.6;Luxva Hotel Boutique;8.8
Guayaquil;Nahin Isaias Museum;3.6;Luxva Hotel Boutique;8.8
Guayaquil;Seafront;3.6;Luxva Hotel Boutique;8.8
Guayaquil;Malecon 2000;3.7;Luxva Hotel Boutique;8.8
Guayaquil;Santa Ana Hill;3.7;Luxva Hotel Boutique;8.8
Guayaquil;Botanical Garden;11.0;Luxva Hotel Boutique;8.8
Guayaquil;TrainDurán;7.0;Luxva Hotel Boutique;8.8
Guayaquil;TrainEstación de Ferrocarriles Durán;7.0;Luxva Hotel Boutique;8.8
Guayaquil;Plaza Presidente Vicente Rocafuerte;0.1;Hotel Palace Guayaquil;8.9
Guayaquil;Plaza Garibaldi;0.25;Hotel Palace Guayaquil;8.9
Guayaquil;Nahin Isaias Museum;0.25;Hotel Palace Guayaquil;8.9
Guayaquil;Las Iguanas Park;0.25;Hotel Palace Guayaquil;8.9
Guayaquil;Plaza de la Administracion;0.25;Hotel Palace Guayaquil;8.9
Guayaquil;Seminario Park;0.25;Hotel Palace Guayaquil;8.9
Guayaquil;Plaza Pedro Carbo Noboa;0.3;Hotel Palace Guayaquil;8.9
Guayaquil;Seafront;0.35;Hotel Palace Guayaquil;8.9
Guayaquil;Malecon 2000;0.35;Hotel Palace Guayaquil;8.9
Guayaquil;Municipal Museum;0.35;Hotel Palace Guayaquil;8.9
Guayaquil;RestaurantPalace Restaurante;0.01;Hotel Palace Guayaquil;8.9
Guayaquil;Cafe/barPasteles & Compañía;0.02;Hotel Palace Guayaquil;8.9
Guayaquil;Cafe/barLa Pausa;0.02;Hotel Palace Guayaquil;8.9
Guayaquil;Santa Ana Hill;1.4;Hotel Palace Guayaquil;8.9
Guayaquil;Santa Ana Hill Lighthouse;1.6;Hotel Palace Guayaquil;8.9
Guayaquil;Botanical Garden;13.0;Hotel Palace Guayaquil;8.9
Guayaquil;TrainDurán;5.0;Hotel Palace Guayaquil;8.9
Guayaquil;TrainEstación de Ferrocarriles Durán;5.0;Hotel Palace Guayaquil;8.9
Guayaquil;José Joaquín de Olmedo International Airport;4.1;Hotel Palace Guayaquil;8.9
Guayaquil;Areas verdes Malecon Simon Bolivar;0.35;River Garden Hotel + Suites;8.8
Guayaquil;Plaza Pedro Carbo Noboa;0.4;River Garden Hotel + Suites;8.8
Guayaquil;Plaza Garibaldi;0.45;River Garden Hotel + Suites;8.8
Guayaquil;Seafront;0.45;River Garden Hotel + Suites;8.8
Guayaquil;Malecon 2000;0.5;River Garden Hotel + Suites;8.8
Guayaquil;Plaza Presidente Vicente Rocafuerte;0.55;River Garden Hotel + Suites;8.8
Guayaquil;Plaza de la Concepcion;0.55;River Garden Hotel + Suites;8.8
Guayaquil;Plaza Colón;0.6;River Garden Hotel + Suites;8.8
Guayaquil;Santo Domingo;0.65;River Garden Hotel + Suites;8.8
Guayaquil;RestaurantEl Malecon Restaurante;0.05;River Garden Hotel + Suites;8.8
Guayaquil;Cafe/barEl Mono Golosso;0.1;River Garden Hotel + Suites;8.8
Guayaquil;RestaurantChop Chop;0.1;River Garden Hotel + Suites;8.8
Guayaquil;Santa Ana Hill;0.7;River Garden Hotel + Suites;8.8
Guayaquil;Nahin Isaias Museum;0.75;River Garden Hotel + Suites;8.8
Guayaquil;Santa Ana Hill Lighthouse;0.85;River Garden Hotel + Suites;8.8
Guayaquil;Municipal Museum;0.001;River Garden Hotel + Suites;8.8
Guayaquil;TrainDurán;4.3;River Garden Hotel + Suites;8.8
Guayaquil;TrainEstación de Ferrocarriles Durán;4.3;River Garden Hotel + Suites;8.8
Guayaquil;José Joaquín de Olmedo International Airport;3.6;River Garden Hotel + Suites;8.8
Guayaquil;Plaza Jerusalén;0.3;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Antonio Neumane Park;0.55;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Pista de Bicicross;0.65;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Parque Japones;0.85;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Escuela de Futbol;1.4;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Parque Alegria Guayaquil;1.5;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Parque Lineal;1.5;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Parque De La 1ra;1.6;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Roca Blanca;1.7;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Parque #5 Cdla FAE;1.7;TRYP by Wyndham Guayaquil;8.5
Guayaquil;RestaurantWingers;0.04;TRYP by Wyndham Guayaquil;8.5
Guayaquil;RestaurantLa Tablita del Tártaro;0.04;TRYP by Wyndham Guayaquil;8.5
Guayaquil;RestaurantPuerto Moro;0.04;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Santa Ana Hill Lighthouse;3.3;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Santa Ana Hill;3.5;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Seafront;4.3;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Malecon 2000;4.3;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Nahin Isaias Museum;4.5;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Municipal Museum;4.6;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Botanical Garden;9.0;TRYP by Wyndham Guayaquil;8.5
Guayaquil;José Joaquín de Olmedo International Airport;0.65;TRYP by Wyndham Guayaquil;8.5
Guayaquil;Antonio Neumane Park;0.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Plaza Jerusalén;0.45;Wyndham Garden Guayaquil;8.5
Guayaquil;Pista de Bicicross;0.45;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Japones;0.55;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Lineal;1.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Union y Progreso;1.4;Wyndham Garden Guayaquil;8.5
Guayaquil;Parque Alegria Guayaquil;1.6;Wyndham Garden Guayaquil;8.5
Guayaquil;Roca Blanca;1.6;Wyndham Garden Guayaquil;8.5
Guayaquil;Cafe/barPiccadilly;0.1;Wyndham Garden Guayaquil;8.5
Guayaquil;RestaurantCafetería Cedro del Líbano;0.15;Wyndham Garden Guayaquil;8.5
Guayaquil;RestaurantLa Casa de Carlo;0.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Seafront;4.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Malecon 2000;4.2;Wyndham Garden Guayaquil;8.5
Guayaquil;Nahin Isaias Museum;4.3;Wyndham Garden Guayaquil;8.5
Guayaquil;Municipal Museum;4.5;Wyndham Garden Guayaquil;8.5
Guayaquil;José Joaquín de Olmedo International Airport;0.9;Wyndham Garden Guayaquil;8.5
Guayaquil;Las Iguanas Park;0.05;Unipark by Oro Verde Hotels;8.8
